http://cgi.di.uoa.gr/witcher/resource/Out_On_Your_Arse	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Crippled_Kate_s
http://cgi.di.uoa.gr/witcher/resource/A_Deadly_Plot	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Hanged_Man_s_Tree
http://cgi.di.uoa.gr/witcher/resource/Farting_Trolls	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Kaer_Muire
http://cgi.di.uoa.gr/witcher/resource/The_Isle_of_Mists_quest	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Isle_of_Mists
http://cgi.di.uoa.gr/witcher/resource/Wild_at_Heart	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Isolated_Shack
http://cgi.di.uoa.gr/witcher/resource/Practicum_in_Advanced_Alchemy	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Gedyneith
http://cgi.di.uoa.gr/witcher/resource/The_Price_of_Honor	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Faroe_Isle
http://cgi.di.uoa.gr/witcher/resource/Bald_Mountain_quest	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Road_to_Bald_Mountain
http://cgi.di.uoa.gr/witcher/resource/Scavenger_Hunt_Grandmaster_Feline_Gear	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Arthach_Palace_Ruins
http://cgi.di.uoa.gr/witcher/resource/Ugly_Baby	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Royal_Palace_Vizima
http://cgi.di.uoa.gr/witcher/resource/Battlefield_Loot	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Eternal_Fire_Chapel
http://cgi.di.uoa.gr/witcher/resource/Out_of_the_Frying_Pan_into_the_Fire	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Mowshurst
http://cgi.di.uoa.gr/witcher/resource/Contract_Skellige_s_Most_Wanted	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Fyresdal
http://cgi.di.uoa.gr/witcher/resource/Pyres_of_Novigrad	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Fish_Market
http://cgi.di.uoa.gr/witcher/resource/Fools_Gold	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Lurtch
