http://cgi.di.uoa.gr/witcher/resource/A_Greedy_God	http://cgi.di.uoa.gr/witcher/ontology#previous	http://cgi.di.uoa.gr/witcher/resource/Wandering_in_the_Dark
http://cgi.di.uoa.gr/witcher/resource/Anselm_Fallen_Knight	http://cgi.di.uoa.gr/witcher/ontology#race	http://cgi.di.uoa.gr/witcher/resource/Human
http://cgi.di.uoa.gr/witcher/resource/The_Calm_Before_the_Storm	http://cgi.di.uoa.gr/witcher/ontology#next	http://cgi.di.uoa.gr/witcher/resource/Ugly_Baby
http://cgi.di.uoa.gr/witcher/resource/Gerd_witcher	http://cgi.di.uoa.gr/witcher/ontology#profession	http://cgi.di.uoa.gr/witcher/resource/Witcher
http://cgi.di.uoa.gr/witcher/resource/The_Black_Widow	http://cgi.di.uoa.gr/witcher/ontology#reward	http://cgi.di.uoa.gr/witcher/resource/Pompadoux_bracelet
http://cgi.di.uoa.gr/witcher/resource/The_Warble_of_a_Smitten_Knight	http://cgi.di.uoa.gr/witcher/ontology#region	http://cgi.di.uoa.gr/witcher/resource/Sansretour_Valley
http://cgi.di.uoa.gr/witcher/resource/The_Isle_of_Mists_quest	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Isle_of_Mists
http://cgi.di.uoa.gr/witcher/resource/Get_Junior	http://cgi.di.uoa.gr/witcher/ontology#enemies	http://cgi.di.uoa.gr/witcher/resource/Endrega_warrior
http://cgi.di.uoa.gr/witcher/resource/Durand_Faucher_Plamondon_de_Savarin	http://cgi.di.uoa.gr/witcher/ontology#race	http://cgi.di.uoa.gr/witcher/resource/Human
http://cgi.di.uoa.gr/witcher/resource/The_Price_of_Honor	http://cgi.di.uoa.gr/witcher/ontology#location	http://cgi.di.uoa.gr/witcher/resource/Harviken
http://cgi.di.uoa.gr/witcher/resource/Imlerith	http://cgi.di.uoa.gr/witcher/ontology#race	http://cgi.di.uoa.gr/witcher/resource/Aen_Elle
http://cgi.di.uoa.gr/witcher/resource/Herbalist_Coronata	http://cgi.di.uoa.gr/witcher/ontology#race	http://cgi.di.uoa.gr/witcher/resource/Human
